IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,skor_akses_dasar,skor_konektivitas,skor_pengelolaan_lingkungan,skor_kesejahteraan,skor_kelembagaan_ekonomi,skor_produktivitas_ekonomi,skor_akses_kesehatan,skor_kualitas_kesehatan,skor_program_kesehatan,skor_pendidikan_lanjut,skor_literasi_masyarakat,skor_kualitas_lingkungan,skor_ketahanan_bencana,skor_digital_readiness,skor_status_wilayah,skor_karakteristik_khusus,sektor_pertanian,sektor_industri,sektor_jasa,status_perkotaan,ada_pades,ada_bumdes,ada_sid,kelengkapan_pendidikan,ada_vokasi,ada_mitigasi_bencana,kelengkapan_kesehatan,kelengkapan_ekonomi,cluster,total_penduduk,total_kk,cluster_label,cluster_label_detail,final_label
3521130002,NGAWI,KEDUNGGALAR,WONOREJO,2,-7.4483607,2,111.2934163,100.0,50.0,0.0,78.61302858976944,50.83333333333333,2.7272727272727275,5.307855626326964,100.0,100.0,0.0,0.0,50.0,50.0,75.0,0.0,0.0,1,0,0,0,1,1,1,1,0,0,1,0,0,3768,942,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130003,NGAWI,KEDUNGGALAR,KATIKAN,2,-7.4862834,2,111.2985932,100.0,50.0,0.0,77.35725717120016,50.83333333333333,2.7272727272727275,6.59764514819326,100.0,60.0,40.0,0.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,0,0,9852,2463,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130004,NGAWI,KEDUNGGALAR,PELANG KIDUL,2,-7.4461224,2,111.3236016,100.0,50.0,0.0,83.61556923472537,77.5,0.0,4.706831629908553,100.0,60.0,0.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,1,1,0,7436,1859,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130005,NGAWI,KEDUNGGALAR,KEDUNGGALAR,1,-7.421981,2,111.3055726,100.0,75.0,15.0,76.04876799331312,73.33333333333333,0.9090909090909092,11.373035566583956,100.0,100.0,100.0,0.0,50.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,4,1,0,3,3,0,14508,3627,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130006,NGAWI,KEDUNGGALAR,JATI GEMBOL,1,-7.4486356,2,111.2844094,100.0,75.0,0.0,76.55599189190619,50.83333333333333,3.636363636363636,6.476683937823834,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,2,0,0,2,0,0,7720,1930,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130007,NGAWI,KEDUNGGALAR,PELANG LOR,2,-7.3906012,2,111.2795134,100.0,50.0,21.25,77.29329083725007,43.33333333333333,38.63636363636363,12.170675830469646,100.0,100.0,0.0,0.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,2,0,0,2,1,0,6984,1746,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130008,NGAWI,KEDUNGGALAR,BANGUNREJO KIDUL,1,-7.4050868,2,111.2987932,100.0,75.0,21.25,76.79587630150638,50.83333333333333,54.31818181818182,6.279153211338357,100.0,100.0,0.0,0.0,100.0,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,2,0,0,2,1,0,11148,2787,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130009,NGAWI,KEDUNGGALAR,JENGGRIK,1,-7.396595,2,111.3371488,100.0,100.0,6.25,76.09326574794228,58.33333333333333,54.31818181818182,6.8259385665529,100.0,100.0,80.0,0.0,50.0,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,4,0,0,2,2,0,11720,2930,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130010,NGAWI,KEDUNGGALAR,WONOKERTO,1,-7.4250027,2,111.3300067,100.0,50.0,31.25,75.50868603653123,43.33333333333333,1.818181818181818,4.99092558983666,100.0,100.0,0.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,1,0,11020,2755,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130011,NGAWI,KEDUNGGALAR,GEMARANG,1,-7.3979297,2,111.3604191,100.0,75.0,68.75,78.04241735851629,50.83333333333333,0.0,7.02015196564255,100.0,100.0,0.0,40.0,50.0,75.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,3,2,0,12108,3027,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521130012,NGAWI,KEDUNGGALAR,KAWU,2,-7.3957468,2,111.3595743,100.0,100.0,6.25,76.44262498865282,50.83333333333333,36.81818181818182,9.007205764611689,100.0,100.0,40.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,3,0,0,2,1,0,4996,1249,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140001,NGAWI,PITU,BANJARBANGGI,2,-7.3745215,2,111.3259171,100.0,75.0,15.0,75.90590176512185,43.33333333333333,57.04545454545455,7.918552036199097,100.0,100.0,0.0,0.0,83.33500000000001,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,2,0,0,2,0,0,4420,1105,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140002,NGAWI,PITU,BANGUNREJO LOR,2,-7.3636633,2,111.3307172,70.0,75.0,0.0,75.80484136720375,50.83333333333333,0.0,6.28140703517588,100.0,100.0,0.0,0.0,83.33500000000001,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,2,0,0,1,2,0,3980,995,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140003,NGAWI,PITU,KARANGGENENG,2,-7.3718699,2,111.3471502,100.0,75.0,0.0,78.99742342945619,50.83333333333333,0.9090909090909092,18.71880199667221,100.0,100.0,40.0,0.0,16.67,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,0,0,2404,601,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140004,NGAWI,PITU,PAPUNGAN,2,-7.3611022,2,111.3591815,70.0,75.0,0.0,76.36891822285081,45.0,1.818181818181818,8.547008547008547,100.0,100.0,0.0,0.0,33.335,50.0,75.0,0.0,35.0,1,0,0,0,1,0,1,2,0,0,2,0,0,2340,585,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140005,NGAWI,PITU,CANTEL,2,-7.3617783,2,111.3726832,100.0,75.0,15.0,76.5784832333135,50.83333333333333,0.0,9.85545335085414,100.0,100.0,0.0,0.0,16.67,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,2,0,0,2,1,0,3044,761,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140006,NGAWI,PITU,NGANCAR,1,-7.3773622,2,111.3665815,70.0,75.0,0.0,75.35123559665251,58.33333333333333,7.272727272727272,13.157894736842106,100.0,100.0,60.0,0.0,33.335,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,3,1,1,3,2,0,4560,1140,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140007,NGAWI,PITU,KALANG,2,-7.3868811,2,111.378942,100.0,75.0,0.0,76.47073858653393,30.0,0.9090909090909092,8.034894398530762,100.0,100.0,40.0,0.0,33.335,50.0,68.75,0.0,35.0,1,0,0,0,1,0,1,3,0,0,2,0,0,4356,1089,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140008,NGAWI,PITU,PITU,1,-7.3823881,2,111.4074587,100.0,75.0,15.0,76.79982703943037,43.33333333333333,1.818181818181818,7.2712850343733475,100.0,100.0,40.0,0.0,50.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,2,0,7564,1891,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140009,NGAWI,PITU,DUMPLENGAN,1,-7.3855047,2,111.4368087,100.0,75.0,15.0,76.84350175038611,43.33333333333333,52.27272727272727,8.057090239410682,100.0,100.0,40.0,0.0,50.0,50.0,75.0,60.0,0.0,1,0,0,1,1,1,1,3,0,0,2,0,0,4344,1086,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521140010,NGAWI,PITU,SELOPURO,2,-7.3848544,2,111.4485687,100.0,75.0,15.0,79.14394390875924,50.83333333333333,30.0,5.659767141009056,100.0,100.0,0.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,0,6184,1546,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150001,NGAWI,WIDODAREN,BANYU BIRU,2,-7.4380219,2,111.1928868,100.0,75.0,38.75,86.04487840075964,43.33333333333333,35.0,3.963221306277743,100.0,100.0,80.0,0.0,33.335,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,2,0,12616,3154,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150002,NGAWI,WIDODAREN,KEDUNGGUDEL,1,-7.4313475,2,111.215676,100.0,100.0,21.25,100.0,65.83333333333333,35.0,11.437908496732026,100.0,100.0,40.0,40.0,33.335,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,3,0,1,2,1,0,6120,1530,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150003,NGAWI,WIDODAREN,KAYUTREJO,2,-7.4342186,2,111.2402595,100.0,75.0,25.0,80.38524198032093,50.83333333333333,35.90909090909091,8.900316455696203,100.0,60.0,0.0,35.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,1,0,0,2,0,0,5056,1264,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150004,NGAWI,WIDODAREN,SEKAR ALAS,1,-7.4588428,2,111.2228265,100.0,75.0,31.25,76.26112938640586,50.83333333333333,35.0,7.874015748031496,100.0,100.0,80.0,0.0,50.0,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,3,0,0,2,0,0,7620,1905,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150005,NGAWI,WIDODAREN,SEKAR PUTIH,2,-7.4386972,2,111.2594016,100.0,100.0,0.0,76.47570729797492,43.33333333333333,35.0,4.914004914004915,100.0,60.0,40.0,0.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,0,0,8140,2035,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150006,NGAWI,WIDODAREN,SIDOMAKMUR,2,-7.4108413,2,111.2589277,100.0,75.0,31.25,81.29969446481846,58.33333333333333,0.0,6.293266205160478,100.0,100.0,0.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,0,6356,1589,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150007,NGAWI,WIDODAREN,SIDOLAJU,1,-7.3839764,2,111.2681982,100.0,100.0,0.0,82.80095863980735,50.83333333333333,52.5,8.371385083713852,100.0,100.0,100.0,0.0,33.335,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,4,1,0,2,3,0,13140,3285,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150008,NGAWI,WIDODAREN,KARANG BANYU,2,-7.3800049,2,111.2459995,100.0,100.0,31.25,76.93882049352186,58.33333333333333,36.81818181818182,3.68421052631579,100.0,100.0,0.0,0.0,33.335,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,2,0,0,1,1,0,9500,2375,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150009,NGAWI,WIDODAREN,WALIKUKUN,1,-7.4001893,2,111.2228206,100.0,100.0,63.75,79.2772798021019,73.33333333333333,65.0,24.982770503101307,100.0,60.0,60.0,40.0,50.0,50.0,75.0,60.0,35.0,0,0,1,1,1,1,1,4,1,0,2,3,2,11608,2902,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3521150010,NGAWI,WIDODAREN,WIDODAREN,1,-7.3911258,2,111.2228347,100.0,100.0,21.25,76.40264565687949,43.33333333333333,35.0,8.173750583839327,100.0,100.0,60.0,0.0,33.335,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,4,1,0,2,1,0,8564,2141,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521150011,NGAWI,WIDODAREN,GENDINGAN,1,-7.3750698,2,111.2219937,100.0,75.0,33.75,76.43756072349399,60.0,53.18181818181819,13.164193393968407,100.0,100.0,60.0,0.0,33.335,50.0,75.0,60.0,35.0,0,0,1,1,1,0,1,3,1,1,3,3,2,8356,2089,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3521150012,NGAWI,WIDODAREN,KAUMAN,1,-7.3755959,2,111.2173718,100.0,75.0,33.75,78.5035750766088,50.83333333333333,48.63636363636363,9.375,100.0,100.0,40.0,75.0,50.0,50.0,68.75,60.0,35.0,1,0,0,1,1,1,1,3,0,1,3,1,0,6400,1600,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160001,NGAWI,MANTINGAN,TAMBAK BOYO,1,-7.4198755,2,111.1219654,100.0,75.0,15.0,87.40582139458544,30.0,15.454545454545451,11.752136752136751,100.0,100.0,40.0,75.0,50.0,62.5,75.0,60.0,35.0,1,0,0,1,1,0,1,3,0,1,3,1,0,9360,2340,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160002,NGAWI,MANTINGAN,PAKAH,2,-7.3986299,2,111.1470055,100.0,75.0,0.0,93.72680128859906,43.33333333333333,9.090909090909092,17.692307692307693,100.0,100.0,40.0,40.0,50.0,62.5,75.0,0.0,35.0,1,0,0,0,1,1,1,3,0,1,2,1,0,6500,1625,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160003,NGAWI,MANTINGAN,KEDUNGHARJO,1,-7.3772784,2,111.1420471,100.0,75.0,0.0,78.97945110452488,43.33333333333333,23.636363636363637,12.423095125414104,100.0,60.0,60.0,35.0,50.0,62.5,75.0,60.0,0.0,1,0,0,1,1,1,1,4,1,1,2,1,0,8452,2113,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160004,NGAWI,MANTINGAN,MANTINGAN,1,-7.3641141,2,111.1477313,100.0,100.0,0.0,76.78117695811326,45.0,13.636363636363637,11.565836298932384,100.0,100.0,60.0,0.0,33.335,62.5,75.0,60.0,35.0,1,0,0,1,1,0,1,4,1,1,3,3,0,11240,2810,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160005,NGAWI,MANTINGAN,SAMBIREJO,1,-7.3703008,2,111.1784892,100.0,75.0,81.25,76.05541596561034,85.0,27.27272727272727,16.220600162206,100.0,100.0,40.0,0.0,83.33500000000001,75.0,75.0,60.0,35.0,1,0,0,1,1,1,1,3,0,1,2,3,0,9864,2466,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160006,NGAWI,MANTINGAN,PENGKOL,2,-7.3632834,2,111.1898402,100.0,75.0,0.0,77.68473185947033,43.33333333333333,4.545454545454546,9.578544061302685,100.0,100.0,0.0,75.0,33.335,100.0,75.0,0.0,35.0,1,0,0,0,1,1,1,2,0,1,2,0,0,4176,1044,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521160007,NGAWI,MANTINGAN,JATIMULYO,2,-7.3521845,2,111.1482612,100.0,100.0,0.0,77.20976037629063,43.33333333333333,10.90909090909091,12.41721854304636,100.0,100.0,40.0,35.0,33.335,75.0,75.0,0.0,35.0,1,0,0,0,1,1,1,3,0,1,2,1,0,3624,906,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170002,NGAWI,KARANGANYAR,SEKARJATI,2,-7.3522325,2,111.1748874,100.0,75.0,0.0,75.0,58.33333333333333,0.0,9.16590284142988,100.0,100.0,40.0,35.0,33.335,37.5,68.75,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,2,0,4364,1091,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170003,NGAWI,KARANGANYAR,BANGUNREJO,2,-7.3431762,2,111.1808634,100.0,50.0,0.0,75.0,58.33333333333333,0.0,10.50420168067227,100.0,100.0,0.0,0.0,50.0,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,2,0,0,2,0,0,3332,833,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170004,NGAWI,KARANGANYAR,SRI WEDARI,2,-7.3550099,2,111.1940145,100.0,100.0,0.0,75.0,58.33333333333333,0.0,11.275773195876289,100.0,100.0,0.0,0.0,33.335,62.5,68.75,0.0,35.0,1,0,0,0,1,1,1,2,0,1,2,2,0,3104,776,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170005,NGAWI,KARANGANYAR,MENGGER,2,-7.3438362,2,111.2175205,70.0,75.0,25.0,75.51466398481216,58.33333333333333,0.9090909090909092,8.56898029134533,100.0,100.0,0.0,0.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,2,0,0,2,0,0,4668,1167,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170006,NGAWI,KARANGANYAR,PANDEAN,1,-7.2994418,2,111.1742972,70.0,50.0,31.25,76.0463638854979,58.33333333333333,0.0,6.968641114982579,100.0,100.0,40.0,0.0,50.0,75.0,68.75,60.0,35.0,1,0,0,1,1,1,1,3,0,1,2,1,0,11480,2870,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170007,NGAWI,KARANGANYAR,KARANG ANYAR,2,-7.326354,2,111.2386643,70.0,50.0,25.0,75.0,58.33333333333333,2.7272727272727275,11.298763082778306,100.0,100.0,60.0,35.0,50.0,50.0,68.75,0.0,35.0,1,0,0,0,1,1,1,4,1,0,3,2,0,8408,2102,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3521170008,NGAWI,KARANGANYAR,GEMBOL,2,-7.3111955,2,111.2589856,70.0,50.0,0.0,76.02932796962432,50.83333333333333,0.0,6.4267352185089965,100.0,100.0,40.0,0.0,50.0,50.0,75.0,0.0,35.0,1,0,0,0,1,1,1,3,0,0,2,1,0,6224,1556,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010001,BOJONEGORO,MARGOMULYO,NGELO,2,-7.2505451,2,111.4551246,69.88439306358381,75.0,6.25,75.0,43.33333333333333,0.0,25.28901734104046,100.0,60.0,0.0,0.0,50.0,75.0,75.0,0.0,65.0,1,0,0,0,1,1,1,2,0,1,2,0,0,1384,346,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010002,BOJONEGORO,MARGOMULYO,KALANGAN,2,-7.3264157,2,111.4585107,70.0,75.0,0.0,56.06614130875653,43.33333333333333,0.0,16.791044776119406,77.27936957050784,100.0,0.0,0.0,50.0,100.0,68.75,0.0,65.0,1,0,0,0,1,1,1,2,0,1,2,0,0,2680,670,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010003,BOJONEGORO,MARGOMULYO,MARGOMULYO,2,-7.3571783,2,111.501825,69.94255624700814,100.0,31.25,62.85477709609084,100.0,0.0,10.172331258975586,85.425732515309,100.0,60.0,35.0,50.0,75.0,81.25,0.0,65.0,1,0,0,0,1,1,1,4,1,1,3,1,0,8356,2089,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010004,BOJONEGORO,MARGOMULYO,SUMBEREJO,2,-7.3582017,2,111.5042483,70.0,100.0,31.25,75.0,77.5,2.7272727272727275,9.449811003779924,100.0,100.0,0.0,0.0,50.0,75.0,81.25,0.0,30.0,1,0,0,0,1,1,1,2,0,1,2,0,0,9524,2381,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010005,BOJONEGORO,MARGOMULYO,MEDURI,2,-7.331185,2,111.5159333,69.97746478873239,68.75,6.25,75.0,50.83333333333333,0.0,11.267605633802818,100.0,100.0,0.0,0.0,50.0,75.0,81.25,0.0,65.0,1,0,0,0,1,1,1,2,0,1,2,0,0,7100,1775,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522010006,BOJONEGORO,MARGOMULYO,GENENG,2,-7.2712533,2,111.5263932,69.62224554039875,100.0,6.25,75.0,50.83333333333333,52.5,10.493179433368311,100.0,100.0,20.0,0.0,50.0,75.0,75.0,0.0,30.0,1,0,0,0,1,1,1,3,1,1,2,0,0,3812,953,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020001,BOJONEGORO,NGRAHO,LUWIHAJI,2,-7.252221,2,111.4952344,100.0,75.0,6.25,75.0,43.33333333333333,9.090909090909092,8.455467869222096,100.0,100.0,0.0,0.0,33.335,62.5,75.0,0.0,65.0,1,0,0,0,1,1,1,2,0,1,2,0,0,3548,887,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020002,BOJONEGORO,NGRAHO,SUGIH WARAS,2,-7.260231,2,111.5035715,100.0,100.0,6.25,25.0,43.33333333333333,2.7272727272727275,11.0479797979798,40.0,100.0,40.0,0.0,50.0,25.0,68.75,0.0,65.0,1,0,0,0,1,1,1,3,0,0,2,0,3,3168,792,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3522020003,BOJONEGORO,NGRAHO,SUMBERAGUNG,1,-7.2604872,2,111.516626,100.0,75.0,6.25,75.48068256924833,70.0,5.454545454545455,10.50420168067227,100.0,100.0,80.0,40.0,50.0,75.0,68.75,60.0,35.0,1,0,0,1,1,1,1,4,0,1,2,0,0,3332,833,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020004,BOJONEGORO,NGRAHO,MOJOREJO,2,-7.2416762,2,111.515537,100.0,75.0,6.25,76.67359908122826,43.33333333333333,41.36363636363636,9.143155694879834,100.0,100.0,80.0,0.0,50.0,37.5,75.0,0.0,0.0,1,0,0,0,1,1,1,4,0,0,2,0,0,3828,957,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020005,BOJONEGORO,NGRAHO,NGRAHO,1,-7.2614668,2,111.527531,100.0,100.0,18.75,54.4121423290335,65.83333333333333,4.545454545454546,12.776831345826237,54.06674209921678,100.0,40.0,40.0,33.335,25.0,75.0,60.0,0.0,0,0,1,1,1,1,1,3,0,0,2,1,3,2348,587,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3522020006,BOJONEGORO,NGRAHO,BLIMBING GEDE,1,-7.2542455,2,111.5304281,100.0,100.0,78.75,75.64582029061913,43.33333333333333,2.7272727272727275,10.080645161290324,80.0,100.0,0.0,0.0,50.0,50.0,68.75,60.0,30.0,0,0,1,1,1,1,1,2,0,0,2,2,2,2480,620,Semi-Perkotaan Sangat Maju,Semi-Perkotaan Sangat Maju - Industri,Desa Industrial Maju
3522020007,BOJONEGORO,NGRAHO,JUMOK,2,-7.2589982,2,111.540617,100.0,75.0,21.25,25.79889980084569,43.33333333333333,11.818181818181817,7.980845969672785,40.0,100.0,40.0,0.0,50.0,62.5,68.75,0.0,30.0,1,0,0,0,1,1,1,3,0,1,2,0,3,5012,1253,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
3522020008,BOJONEGORO,NGRAHO,NGANTI,2,-7.2612328,2,111.5570139,100.0,100.0,6.25,54.81051598674131,43.33333333333333,3.636363636363636,3.779697624190065,73.69706714857926,100.0,0.0,0.0,50.0,37.5,75.0,0.0,65.0,1,0,0,0,1,1,1,2,0,0,2,0,0,9260,2315,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020009,BOJONEGORO,NGRAHO,PANDAN,2,-7.2415892,2,111.5598805,100.0,75.0,15.0,76.434128152521,43.33333333333333,1.818181818181818,14.326647564469916,100.0,100.0,40.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,3,0,0,2,0,0,2792,698,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020010,BOJONEGORO,NGRAHO,TANGGUNGAN,1,-7.2367991,2,111.5482628,100.0,100.0,21.25,77.74754286493959,58.33333333333333,0.9090909090909092,27.44739249771272,100.0,100.0,60.0,0.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,4,1,0,2,2,0,4372,1093,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020011,BOJONEGORO,NGRAHO,KALIREJO,1,-7.2520035,2,111.5303311,100.0,100.0,21.25,75.0,50.83333333333333,4.545454545454546,12.477313974591652,100.0,100.0,0.0,35.0,100.0,50.0,68.75,60.0,0.0,1,0,0,1,1,1,1,2,0,0,2,2,0,4408,1102,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020012,BOJONEGORO,NGRAHO,TAPELAN,2,-7.2299901,2,111.5325056,100.0,75.0,21.25,75.0,43.33333333333333,0.0,8.591065292096221,100.0,100.0,0.0,0.0,100.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,0,3492,873,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020013,BOJONEGORO,NGRAHO,SUMBERARUM,2,-7.2207295,2,111.5451655,100.0,100.0,15.0,75.96483995225026,30.0,41.36363636363636,8.032128514056225,100.0,100.0,40.0,0.0,50.0,50.0,68.75,0.0,0.0,1,0,0,0,1,0,1,3,0,0,2,0,0,4980,1245,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020014,BOJONEGORO,NGRAHO,PAYAMAN,2,-7.2126795,2,111.563957,100.0,100.0,15.0,77.47165790236951,50.83333333333333,2.7272727272727275,9.820426487093153,100.0,100.0,80.0,0.0,75.0,50.0,68.75,0.0,30.0,1,0,0,0,1,1,1,4,0,0,2,0,0,3564,891,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020015,BOJONEGORO,NGRAHO,BANCER,2,-7.2294036,2,111.5788749,100.0,100.0,0.0,80.58145293589625,30.0,0.0,21.21212121212121,100.0,100.0,0.0,0.0,100.0,50.0,68.75,0.0,0.0,1,0,0,0,1,0,1,2,0,0,2,2,0,3300,825,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522020016,BOJONEGORO,NGRAHO,KLEMPUN,2,-7.2313954,2,111.5860809,100.0,75.0,15.0,77.11483405026686,43.33333333333333,0.0,17.605633802816904,100.0,100.0,0.0,0.0,75.0,50.0,68.75,0.0,0.0,1,0,0,0,1,1,1,2,0,0,2,0,0,2272,568,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Agraris Berkembang
3522030001,BOJONEGORO,TAMBAKREJO,JATIMULYO,2,-7.2744389,2,111.5848813,99.90107172300084,75.0,31.25,59.642935363136175,43.33333333333333,2.7272727272727275,6.183017312448476,81.17540512643066,100.0,0.0,35.0,100.0,37.5,75.0,0.0,0.0,1,0,0,0,1,1,1,2,0,1,2,0,3,4852,1213,Perdesaan Maju,Perdesaan Maju - Pertanian,Desa Tertinggal Prioritas
