NAMA_KAB,NAMA_KEC,NAMA_DESA
JOMBANG,BANDAR KEDUNG MULYO,GONDANG MANIS
JOMBANG,BANDAR KEDUNG MULYO,PUCANG SIMO
JOMBANG,BANDAR KEDUNG MULYO,BRODOT
JOMBANG,BANDAR KEDUNG MULYO,BRANGKAL
JOMBANG,BANDAR KEDUNG MULYO,BANJAR SARI
JOMBANG,BANDAR KEDUNG MULYO,TINGGAR
JOMBANG,BANDAR KEDUNG MULYO,KARANG DAGANGAN
JOMBANG,PERAK,JANTIGANGGONG
JOMBANG,PERAK,KEPUHKAJANG
JOMBANG,PERAK,SUMBERAGUNG
JOMBANG,PERAK,PAGERWOJO
JOMBANG,PERAK,PERAK
JOMBANG,PERAK,SEMBUNG
JOMBANG,PERAK,GLAGAHAN
JOMBANG,PERAK,KALANG SEMANDING
JOMBANG,PERAK,GADINGMANGU
JOMBANG,PERAK,PLOSOGENUK
JOMBANG,PERAK,SUKOREJO
JOMBANG,PERAK,TEMUWULAN
JOMBANG,PERAK,CANGKRINGRANDU
JOMBANG,GUDO,PUCANGRO
JOMBANG,GUDO,KEDUNGTURI
JOMBANG,GUDO,JAPANAN
JOMBANG,GUDO,BLIMBING
JOMBANG,GUDO,MENTAOS
JOMBANG,GUDO,SUKOIBER
JOMBANG,GUDO,SUKOPINGGIR
JOMBANG,GUDO,BUGASUR KEDALEMAN
JOMBANG,GUDO,GUDO
JOMBANG,GUDO,WANGKALKEPUH
JOMBANG,GUDO,PESANGGRAHAN
JOMBANG,GUDO,KREMBANGAN
JOMBANG,GUDO,SEPANYUL
JOMBANG,GUDO,GODONG
JOMBANG,GUDO,MEJOYOLOSARI
JOMBANG,GUDO,PLUMBON GAMBANG
JOMBANG,GUDO,GEMPOL LEGUNDI
JOMBANG,GUDO,TANGGUNGAN
JOMBANG,DIWEK,KAYANGAN
JOMBANG,DIWEK,PUTON
JOMBANG,DIWEK,BENDET
JOMBANG,DIWEK,BULUREJO
JOMBANG,DIWEK,GROGOL
JOMBANG,DIWEK,JATIREJO
JOMBANG,DIWEK,CUKIR
JOMBANG,DIWEK,KWARON
JOMBANG,DIWEK,KERAS
JOMBANG,DIWEK,WATUGALUH
JOMBANG,DIWEK,JATIPELEM
JOMBANG,DIWEK,BRAMBANG
JOMBANG,DIWEK,PUNDONG
JOMBANG,DIWEK,DIWEK
JOMBANG,DIWEK,CEWENG
JOMBANG,DIWEK,BANDUNG
JOMBANG,DIWEK,KEDAWONG
JOMBANG,DIWEK,NGUDIREJO
JOMBANG,DIWEK,BALONG BESUK
JOMBANG,DIWEK,PANDANWANGI
JOMBANG,NGORO,JOMBOK
JOMBANG,NGORO,GENUKWATU
JOMBANG,NGORO,REJOAGUNG
JOMBANG,NGORO,KAUMAN
JOMBANG,NGORO,NGORO
JOMBANG,NGORO,BADANG
JOMBANG,NGORO,PULOREJO
JOMBANG,NGORO,BANYUARANG
JOMBANG,NGORO,SIDOWAREK
JOMBANG,NGORO,KESAMBEN
JOMBANG,NGORO,KERTOREJO
JOMBANG,NGORO,GAJAH
JOMBANG,NGORO,SUGIHWARAS
JOMBANG,MOJOWARNO,KEDUNGPARI
JOMBANG,MOJOWARNO,KARANGLO
JOMBANG,MOJOWARNO,LATSARI
JOMBANG,MOJOWARNO,MOJOWARNO
JOMBANG,MOJOWARNO,PENGGARON
JOMBANG,MOJOWARNO,MOJODUWUR
JOMBANG,MOJOWARNO,MOJOWANGI
JOMBANG,MOJOWARNO,GONDEK
JOMBANG,MOJOWARNO,GEDANGAN
JOMBANG,MOJOWARNO,MOJOJEJER
JOMBANG,MOJOWARNO,JAPANAN
JOMBANG,MOJOWARNO,GROBOGAN
JOMBANG,MOJOWARNO,REJOSLAMET
JOMBANG,MOJOWARNO,SELOREJO
JOMBANG,MOJOWARNO,MENGANTO
JOMBANG,MOJOWARNO,SIDOKERTO
JOMBANG,MOJOWARNO,SUKOMULYO
JOMBANG,MOJOWARNO,CATAK GAYAM
JOMBANG,MOJOWARNO,WRINGINPITU
JOMBANG,BARENG,KEBONDALEM
JOMBANG,BARENG,MUNDUSEWU
JOMBANG,BARENG,PAKEL
JOMBANG,BARENG,KARANGAN
JOMBANG,BARENG,NGAMPUNGAN
JOMBANG,BARENG,JENISGELARAN
JOMBANG,BARENG,BARENG
JOMBANG,BARENG,TEBEL
JOMBANG,BARENG,MOJOTENGAH
JOMBANG,BARENG,BANJARAGUNG
JOMBANG,BARENG,NGLEBAK
JOMBANG,BARENG,PULOSARI
JOMBANG,BARENG,NGRIMBI
JOMBANG,WONOSALAM,GALENGDOWO
JOMBANG,WONOSALAM,WONOMERTO
JOMBANG,WONOSALAM,JARAK
JOMBANG,WONOSALAM,SAMBIREJO
JOMBANG,WONOSALAM,WONOSALAM
JOMBANG,WONOSALAM,CARANGWULUNG
JOMBANG,WONOSALAM,PANGLUNGAN
JOMBANG,WONOSALAM,WONOKERTO
JOMBANG,WONOSALAM,SUMBERJO
JOMBANG,MOJOAGUNG,KEDUNGLUMPANG
JOMBANG,MOJOAGUNG,DUKUH MOJO
JOMBANG,MOJOAGUNG,KARANGWINONGAN
JOMBANG,MOJOAGUNG,KADEMANGAN
JOMBANG,MOJOAGUNG,JANTI
JOMBANG,MOJOAGUNG,TEJO
JOMBANG,MOJOAGUNG,GAMBIRAN
JOMBANG,MOJOAGUNG,KAUMAN
JOMBANG,MOJOAGUNG,MOJOTRISNO
JOMBANG,MOJOAGUNG,TANGGALREJO
JOMBANG,MOJOAGUNG,DUKUHDIMORO
JOMBANG,MOJOAGUNG,MIAGAN
JOMBANG,MOJOAGUNG,MANCILAN
JOMBANG,MOJOAGUNG,BETEK
JOMBANG,MOJOAGUNG,KAROBELAH
JOMBANG,MOJOAGUNG,MURUKAN
JOMBANG,MOJOAGUNG,JOHOWINONG
JOMBANG,MOJOAGUNG,SEKETI
JOMBANG,SUMOBITO,PLOSOKEREP
JOMBANG,SUMOBITO,JOGOLOYO
JOMBANG,SUMOBITO,PALREJO
JOMBANG,SUMOBITO,PLEMAHAN
JOMBANG,SUMOBITO,BRUDU
JOMBANG,SUMOBITO,BADAS
JOMBANG,SUMOBITO,NGLELE
JOMBANG,SUMOBITO,TRAWASAN
JOMBANG,SUMOBITO,SEBANI
JOMBANG,SUMOBITO,MLARAS
JOMBANG,SUMOBITO,SEGODOREJO
JOMBANG,SUMOBITO,KEDUNGPAPAR
JOMBANG,SUMOBITO,SUMOBITO
JOMBANG,SUMOBITO,CURAH MALANG
JOMBANG,SUMOBITO,BUDUGSIDOREJO
JOMBANG,SUMOBITO,KENDALSARI
JOMBANG,SUMOBITO,TALUN KIDUL
JOMBANG,SUMOBITO,MADYO PURO
JOMBANG,SUMOBITO,BAKALAN
JOMBANG,SUMOBITO,GEDANGAN
JOMBANG,SUMOBITO,MENTORO
JOMBANG,JOGO ROTO,JOGOROTO
JOMBANG,JOGO ROTO,JARAK KULON
JOMBANG,JOGO ROTO,ALANG ALANG CARUBAN
JOMBANG,JOGO ROTO,SUKOSARI
JOMBANG,JOGO ROTO,SAWIJI
JOMBANG,JOGO ROTO,MAYANGAN
JOMBANG,JOGO ROTO,SUMBER MULYO
JOMBANG,JOGO ROTO,NGUMPUL
JOMBANG,JOGO ROTO,TAMBAR
JOMBANG,JOGO ROTO,JANTI
JOMBANG,JOGO ROTO,SAMBIREJO
JOMBANG,PETERONGAN,KEPUHKEMBENG
JOMBANG,PETERONGAN,KEPLAKSARI
JOMBANG,PETERONGAN,PETERONGAN
JOMBANG,PETERONGAN,MANCAR
JOMBANG,PETERONGAN,KEBONTEMU
JOMBANG,PETERONGAN,DUKUH KLOPO
JOMBANG,PETERONGAN,TANJUNG GUNUNG
JOMBANG,PETERONGAN,MOROSUNGGINGAN
JOMBANG,PETERONGAN,TUGUSUMBERJO
JOMBANG,PETERONGAN,SENDEN
JOMBANG,PETERONGAN,BONGKOT
JOMBANG,PETERONGAN,SUMBERAGUNG
JOMBANG,PETERONGAN,TENGARAN
JOMBANG,PETERONGAN,NGRANDU LOR
JOMBANG,JOMBANG,TUNGGORONO
JOMBANG,JOMBANG,JABON
JOMBANG,JOMBANG,SENGON
JOMBANG,JOMBANG,JOMBATAN
JOMBANG,JOMBANG,PLANDI
JOMBANG,JOMBANG,KALIWUNGU
JOMBANG,JOMBANG,JELAKOMBO
JOMBANG,JOMBANG,KEPANJEN
JOMBANG,JOMBANG,KEPATIHAN
JOMBANG,JOMBANG,PULO LOR
JOMBANG,JOMBANG,DENANYAR
JOMBANG,JOMBANG,JOMBANG
JOMBANG,JOMBANG,CANDI MULYO
JOMBANG,JOMBANG,MOJONGAPIT
JOMBANG,JOMBANG,DAPUR KEJAMBON
JOMBANG,JOMBANG,SAMBONG DUKUH
JOMBANG,JOMBANG,TAMBAK REJO
JOMBANG,JOMBANG,PLOSOGENENG
JOMBANG,JOMBANG,BANJAR DOWO
JOMBANG,JOMBANG,SUMBERJO
JOMBANG,MEGALUH,TURI PINGGIR
JOMBANG,MEGALUH,GONGSENG
JOMBANG,MEGALUH,BALONGSARI
JOMBANG,MEGALUH,SUMBERSARI
JOMBANG,MEGALUH,NGOGRI
JOMBANG,MEGALUH,SIDOMULYO
JOMBANG,MEGALUH,BALONGGEMEK
JOMBANG,MEGALUH,KEDUNG REJO
JOMBANG,MEGALUH,PACAR PELUK
JOMBANG,MEGALUH,DUKUH ARUM
JOMBANG,MEGALUH,SUMBER AGUNG
JOMBANG,MEGALUH,SUDIMORO
JOMBANG,MEGALUH,MEGALUH
JOMBANG,TEMBELANG,MOJOKRAPAK
JOMBANG,TEMBELANG,KALI KEJAMBON
JOMBANG,TEMBELANG,KEDUNG LOSARI
JOMBANG,TEMBELANG,TAMPING MOJO
JOMBANG,TEMBELANG,PESANTREN
JOMBANG,TEMBELANG,TEMBELANG
JOMBANG,TEMBELANG,KEDUNG OTOK
JOMBANG,TEMBELANG,REJOSO PINGGIR
JOMBANG,TEMBELANG,PULOREJO
JOMBANG,TEMBELANG,SENTUL
JOMBANG,TEMBELANG,BEDAH LAWAK
JOMBANG,TEMBELANG,GABUSBANARAN
JOMBANG,TEMBELANG,PULO GEDANG
JOMBANG,TEMBELANG,JATI WATES
JOMBANG,TEMBELANG,KEPUH DOKO
JOMBANG,KESAMBEN,KEDUNG BETIK
JOMBANG,KESAMBEN,KEDUNG MLATI
JOMBANG,KESAMBEN,WATU DAKON
JOMBANG,KESAMBEN,CARANG REJO
JOMBANG,KESAMBEN,JOMBOK
JOMBANG,KESAMBEN,BLIMBING
JOMBANG,KESAMBEN,WULUH
JOMBANG,KESAMBEN,POJOK REJO
JOMBANG,KESAMBEN,KESAMBEN
JOMBANG,KESAMBEN,PODOROTO
JOMBANG,KESAMBEN,JOMBATAN
JOMBANG,KESAMBEN,JATI DUWUR
JOMBANG,KESAMBEN,POJOK KULON
JOMBANG,KESAMBEN,GUMULAN
JOMBANG,KUDU,SIDOKATON
JOMBANG,KUDU,TAPEN
JOMBANG,KUDU,BAKALANRAYUNG
JOMBANG,KUDU,RANDUWATANG
JOMBANG,KUDU,SUMBER TEGUH
JOMBANG,KUDU,MENTURUS
JOMBANG,KUDU,KUDUBANJAR
JOMBANG,KUDU,MADE
JOMBANG,KUDU,KEPUHREJO
JOMBANG,KUDU,BENDUNGAN
JOMBANG,KUDU,KATEMAS
JOMBANG,NGUSIKAN,KEBOAN
JOMBANG,NGUSIKAN,KETAPANG KUNING
JOMBANG,NGUSIKAN,KEDUNG BOGO
JOMBANG,NGUSIKAN,NGUSIKAN
JOMBANG,NGUSIKAN,SUMBER NONGKO
JOMBANG,NGUSIKAN,MANUNGGAL
JOMBANG,NGUSIKAN,NGAMPEL
JOMBANG,NGUSIKAN,MOJODANU
JOMBANG,NGUSIKAN,CUPAK
JOMBANG,NGUSIKAN,ASEM GEDE
JOMBANG,NGUSIKAN,KROMONG
JOMBANG,PLOSO,TANGGUNG KRAMAT
JOMBANG,PLOSO,REJOAGUNG
JOMBANG,PLOSO,LOSARI
JOMBANG,PLOSO,PLOSO
JOMBANG,PLOSO,JATIGEDONG
JOMBANG,PLOSO,DADI TUNGGAL
JOMBANG,PLOSO,GEDONGOMBO
JOMBANG,PLOSO,JATIBANJAR
JOMBANG,PLOSO,PAGER TANJUNG
JOMBANG,PLOSO,PANDAN BLOLE
JOMBANG,PLOSO,KEDUNGDOWO
JOMBANG,PLOSO,BAWANGAN
JOMBANG,PLOSO,KEBON AGUNG
JOMBANG,KABUH,MARMOYO
JOMBANG,KABUH,TANJUNG WADUNG
JOMBANG,KABUH,MANGUNAN
JOMBANG,KABUH,KEDUNG JATI
JOMBANG,KABUH,KABUH
JOMBANG,KABUH,KARANG PAKIS
JOMBANG,KABUH,BANJAR DOWO
JOMBANG,KABUH,SUMBERRINGIN
JOMBANG,KABUH,SUMBER GONDANG
JOMBANG,KABUH,KAUMAN
JOMBANG,KABUH,MUNUNG KEREP
JOMBANG,KABUH,GENENGAN JASEM
JOMBANG,KABUH,MANDURO
JOMBANG,KABUH,SUKODADI
JOMBANG,KABUH,PENGAMPON
JOMBANG,KABUH,SUMBERAJI
JOMBANG,PLANDAAN,KLITIH
JOMBANG,PLANDAAN,PLABUHAN
JOMBANG,PLANDAAN,KAMPUNGBARU
JOMBANG,PLANDAAN,GEBANG BUNDER
JOMBANG,PLANDAAN,JATIMLEREK
JOMBANG,PLANDAAN,KARANG MOJO
JOMBANG,PLANDAAN,PLANDAAN
JOMBANG,PLANDAAN,BANGSRI
JOMBANG,PLANDAAN,PURISEMANDING
JOMBANG,PLANDAAN,TONDOWULAN
JOMBANG,PLANDAAN,DARUREJO
JOMBANG,PLANDAAN,SUMBERJO
JOMBANG,PLANDAAN,JIPURAPAH
NGANJUK,SAWAHAN,NGLIMAN
NGANJUK,SAWAHAN,BARENG
NGANJUK,SAWAHAN,SAWAHAN
NGANJUK,SAWAHAN,BENDOLO
NGANJUK,SAWAHAN,DUREN
NGANJUK,SAWAHAN,SIDOREJO
NGANJUK,SAWAHAN,MARGOPATUT
NGANJUK,SAWAHAN,SIWALAN
NGANJUK,SAWAHAN,KEBON AGUNG
NGANJUK,NGETOS,KLODAN
NGANJUK,NGETOS,BLONGKO
NGANJUK,NGETOS,KEPEL
NGANJUK,NGETOS,KWEDEN
NGANJUK,NGETOS,NGETOS
NGANJUK,NGETOS,SURU
NGANJUK,NGETOS,ORO-ORO OMBO
NGANJUK,NGETOS,MOJODUWUR
NGANJUK,NGETOS,KUNCIR
NGANJUK,BERBEK,SALAMROJO
NGANJUK,BERBEK,CEPOKO
NGANJUK,BERBEK,MAGUAN
NGANJUK,BERBEK,SEMARE
NGANJUK,BERBEK,MLILIR
NGANJUK,BERBEK,BENDUNGREJO
NGANJUK,BERBEK,BERBEK
NGANJUK,BERBEK,SENGKUT
NGANJUK,BERBEK,NGRAWAN
NGANJUK,BERBEK,SUMBERWINDU
NGANJUK,BERBEK,KACANGAN
NGANJUK,BERBEK,SENDANG BUMEN
NGANJUK,BERBEK,SUMBER URIP
NGANJUK,BERBEK,PATRANREJO
NGANJUK,BERBEK,BALONGREJO
NGANJUK,BERBEK,TIRIPAN
NGANJUK,BERBEK,SONO PATIK
NGANJUK,BERBEK,GROJOGAN
NGANJUK,BERBEK,BULU
NGANJUK,LOCERET,BAJULAN
NGANJUK,LOCERET,MACANAN
NGANJUK,LOCERET,GENJENG
NGANJUK,LOCERET,KARANGSONO
NGANJUK,LOCERET,NGEPEH
NGANJUK,LOCERET,GODEAN
NGANJUK,LOCERET,PATIHAN
NGANJUK,LOCERET,SEKARAN
NGANJUK,LOCERET,LOCERET
NGANJUK,LOCERET,JATIREJO
NGANJUK,LOCERET,TEMPEL WETAN
NGANJUK,LOCERET,TEKEN GLAGAHAN
NGANJUK,LOCERET,MUNGKUNG
NGANJUK,LOCERET,GEJAGAN
NGANJUK,LOCERET,CANDIREJO
NGANJUK,LOCERET,SUKOREJO
NGANJUK,LOCERET,KWAGEAN
NGANJUK,LOCERET,KENEP
NGANJUK,LOCERET,PUTUKREJO
NGANJUK,LOCERET,NGLABAN
NGANJUK,LOCERET,SOMBRON
NGANJUK,LOCERET,TANJUNGREJO
NGANJUK,PACE,JOHO
NGANJUK,PACE,JATIGREGES
NGANJUK,PACE,SANAN
NGANJUK,PACE,PACEKULON
NGANJUK,PACE,GONDANG
NGANJUK,PACE,CERME
NGANJUK,PACE,MLANDANGAN
NGANJUK,PACE,JAMPES
NGANJUK,PACE,BATEMBAT
NGANJUK,PACE,BABADAN
NGANJUK,PACE,BODOR
NGANJUK,PACE,PACE WETAN
NGANJUK,PACE,GEMENGGENG
NGANJUK,PACE,JETIS
NGANJUK,PACE,BANARAN
NGANJUK,PACE,KECUBUNG
NGANJUK,PACE,PLOSOHARJO
NGANJUK,PACE,KEPANJEN
NGANJUK,TANJUNGANOM,KEDUNG OMBO
NGANJUK,TANJUNGANOM,SUMBERKEPUH
NGANJUK,TANJUNGANOM,KAMPUNGBARU
NGANJUK,TANJUNGANOM,WATES
NGANJUK,TANJUNGANOM,MALANGSARI
NGANJUK,TANJUNGANOM,GETAS
NGANJUK,TANJUNGANOM,SONOBEKEL
NGANJUK,TANJUNGANOM,NGADIREJO
NGANJUK,TANJUNGANOM,BANJAR ANYAR
NGANJUK,TANJUNGANOM,SIDOHARJO
NGANJUK,TANJUNGANOM,TANJUNG ANOM
NGANJUK,TANJUNGANOM,JOGOMERTO
NGANJUK,TANJUNGANOM,WARUJAYENG
NGANJUK,TANJUNGANOM,KEDUNGREJO
NGANJUK,TANJUNGANOM,SAMBIREJO
NGANJUK,TANJUNGANOM,DEMANGAN
NGANJUK,PRAMBON,GONDANGLEGI
NGANJUK,PRAMBON,SINGKAL ANYAR
NGANJUK,PRAMBON,MOJO AGUNG
NGANJUK,PRAMBON,BANDUNG
NGANJUK,PRAMBON,NGLAWAK
NGANJUK,PRAMBON,BALETURI
NGANJUK,PRAMBON,TEGARON
NGANJUK,PRAMBON,TANJUNG TANI
NGANJUK,PRAMBON,SANGGRAHAN
NGANJUK,PRAMBON,ROWOHARJO
NGANJUK,PRAMBON,SUGIHWARAS
NGANJUK,PRAMBON,WATU DANDANG
NGANJUK,PRAMBON,SONO AGENG
NGANJUK,PRAMBON,KURUNGREJO
NGANJUK,NGRONGGOT,JUWET
NGANJUK,NGRONGGOT,TANJUNG KALANG
NGANJUK,NGRONGGOT,KELUTAN
NGANJUK,NGRONGGOT,CENGKOK
NGANJUK,NGRONGGOT,MOJOKENDIL
NGANJUK,NGRONGGOT,NGRONGGOT
NGANJUK,NGRONGGOT,BANJAR SARI
NGANJUK,NGRONGGOT,DADAPAN
NGANJUK,NGRONGGOT,KLURAHAN
NGANJUK,NGRONGGOT,BETET
NGANJUK,NGRONGGOT,KALORAN
NGANJUK,NGRONGGOT,KALI ANYAR
NGANJUK,NGRONGGOT,TRAYANG
NGANJUK,KERTOSONO,DRENGES
NGANJUK,KERTOSONO,JUWONO
NGANJUK,KERTOSONO,BANGSRI
NGANJUK,KERTOSONO,KALIANYAR
NGANJUK,KERTOSONO,TANJUNG
NGANJUK,KERTOSONO,NGLAWAK
NGANJUK,KERTOSONO,KEPUH
NGANJUK,KERTOSONO,TEMBARAK
NGANJUK,KERTOSONO,PELEM
NGANJUK,KERTOSONO,KUTOREJO
NGANJUK,KERTOSONO,BANARAN
NGANJUK,KERTOSONO,LAMBANG KUNING
NGANJUK,KERTOSONO,PANDAN TOYO
NGANJUK,KERTOSONO,KUDU
NGANJUK,PATIANROWO,LESTARI
NGANJUK,PATIANROWO,PISANG
NGANJUK,PATIANROWO,PECUK
NGANJUK,PATIANROWO,NGROMBOT
NGANJUK,PATIANROWO,TIRTOBINANGUN
NGANJUK,PATIANROWO,ROWOMARTO
NGANJUK,PATIANROWO,PAKUNCEN
NGANJUK,PATIANROWO,PATIANROWO
NGANJUK,PATIANROWO,NGEPUNG
NGANJUK,PATIANROWO,BABADAN
NGANJUK,PATIANROWO,BUKUR
NGANJUK,BARON,SAMBIROTO
NGANJUK,BARON,GEBANG KEREP
NGANJUK,BARON,BARON
NGANJUK,BARON,WAUNG
NGANJUK,BARON,KEMLOKOLEGI
NGANJUK,BARON,KEMADUH
NGANJUK,BARON,GARU
NGANJUK,BARON,JEKEK
NGANJUK,BARON,JAMBI
NGANJUK,BARON,MABUNG
NGANJUK,BARON,KATERBAN
NGANJUK,GONDANG,SUMBERJO
NGANJUK,GONDANG,NGLINGGO
NGANJUK,GONDANG,MOJOSETO
NGANJUK,GONDANG,KARANGSEMI
NGANJUK,GONDANG,SENJAYAN
NGANJUK,GONDANG,KEDUNG GLUGU
NGANJUK,GONDANG,JAAN
NGANJUK,GONDANG,SUMBER AGUNG
NGANJUK,GONDANG,KETAWANG
NGANJUK,GONDANG,NGUJUNG
NGANJUK,GONDANG,LOSARI
NGANJUK,GONDANG,SANGGRAHAN
NGANJUK,GONDANG,BALONG GEBANG
NGANJUK,GONDANG,PANDEAN
NGANJUK,GONDANG,CAMPUR
NGANJUK,GONDANG,GONDANG KULON
NGANJUK,GONDANG,SENGGOWAR
NGANJUK,SUKOMORO,SUMENGKO
NGANJUK,SUKOMORO,KAPAS
NGANJUK,SUKOMORO,BLITARAN
NGANJUK,SUKOMORO,KEDUNG SOKO
NGANJUK,SUKOMORO,NGLUNDO
NGANJUK,SUKOMORO,BUNGUR
NGANJUK,SUKOMORO,SUKOMORO
NGANJUK,SUKOMORO,PEHSERUT
NGANJUK,SUKOMORO,NGRAMI
NGANJUK,SUKOMORO,BAGOR WETAN
NGANJUK,SUKOMORO,PUTREN
NGANJUK,SUKOMORO,NGRENGKET
NGANJUK,NGANJUK,JATIREJO
NGANJUK,NGANJUK,PLOSO
NGANJUK,NGANJUK,KRAMAT
NGANJUK,NGANJUK,PAYAMAN
NGANJUK,NGANJUK,KARTOHARJO
NGANJUK,NGANJUK,CANGKRINGAN
NGANJUK,NGANJUK,BOGO
NGANJUK,NGANJUK,KAUMAN
NGANJUK,NGANJUK,GANUNG KIDUL
NGANJUK,NGANJUK,MANGUN DIKARAN
NGANJUK,NGANJUK,WERUNGOTOK
NGANJUK,NGANJUK,BEGADUNG
NGANJUK,NGANJUK,RINGIN ANOM
NGANJUK,NGANJUK,KEDUNG DOWO
NGANJUK,NGANJUK,BALONG PACUL
NGANJUK,BAGOR,BALONGREJO
NGANJUK,BAGOR,GIRIREJO
NGANJUK,BAGOR,PESUDUKUH
NGANJUK,BAGOR,SEKAR PUTIH
NGANJUK,BAGOR,BUDURAN
NGANJUK,BAGOR,NGUMPUL
NGANJUK,BAGOR,BAGOR KULON
NGANJUK,BAGOR,PETAK
NGANJUK,BAGOR,PARON
NGANJUK,BAGOR,KARANG TENGAH
NGANJUK,BAGOR,SELOREJO
NGANJUK,BAGOR,GANDU
NGANJUK,BAGOR,GUYANGAN
NGANJUK,BAGOR,KEDONDONG
NGANJUK,BAGOR,SUGIH WARAS
NGANJUK,BAGOR,KUTOREJO
NGANJUK,BAGOR,KEREP KIDUL
NGANJUK,BAGOR,GEMENGGENG
NGANJUK,BAGOR,KENDAL REJO
NGANJUK,BAGOR,BANARAN KULON
NGANJUK,BAGOR,BANARAN WETAN
NGANJUK,WILANGAN,SUDIMOROHARJO
NGANJUK,WILANGAN,NGADIPIRO
NGANJUK,WILANGAN,WILANGAN
NGANJUK,WILANGAN,MANCON
NGANJUK,WILANGAN,NGUDIKAN
NGANJUK,WILANGAN,SUKOHARJO
NGANJUK,REJOSO,SIDOKARE
NGANJUK,REJOSO,SUKOREJO
NGANJUK,REJOSO,MUNGKUNG
NGANJUK,REJOSO,GEMPOL
NGANJUK,REJOSO,PUH KEREP
NGANJUK,REJOSO,MLORAH
NGANJUK,REJOSO,JATIREJO
NGANJUK,REJOSO,KLAGEN
NGANJUK,REJOSO,SETREN
NGANJUK,REJOSO,MOJOREMBUN
NGANJUK,REJOSO,NGADIBOYO
NGANJUK,REJOSO,REJOSO
NGANJUK,REJOSO,TALANG
NGANJUK,REJOSO,NGANGKATAN
NGANJUK,REJOSO,TALUN
NGANJUK,REJOSO,JINTEL
NGANJUK,REJOSO,MUSIR KIDUL
NGANJUK,REJOSO,BANJAREJO
NGANJUK,REJOSO,SAMBI KEREP
NGANJUK,REJOSO,MUSIR LOR
NGANJUK,REJOSO,WENGKAL
NGANJUK,REJOSO,KEDUNG PADANG
NGANJUK,REJOSO,TRITIK
NGANJUK,REJOSO,BENDA ASRI
NGANJUK,NGLUYU,SUGIHWARAS
NGANJUK,NGLUYU,NGLUYU
NGANJUK,NGLUYU,TEMPURAN
NGANJUK,NGLUYU,LENGKONG LOR
NGANJUK,NGLUYU,GAMPENG
NGANJUK,NGLUYU,BAJANG
NGANJUK,LENGKONG,BANJAR DOWO
NGANJUK,LENGKONG,JATI PUNGGUR
NGANJUK,LENGKONG,LENGKONG
NGANJUK,LENGKONG,JEGREG
NGANJUK,LENGKONG,KEDUNG MLATEN
NGANJUK,LENGKONG,PRAYUNGAN
NGANJUK,LENGKONG,BALONG ASEM
NGANJUK,LENGKONG,SAWAHAN
NGANJUK,LENGKONG,NGRINGIN
NGANJUK,LENGKONG,KETANDAN
NGANJUK,LENGKONG,BANGGLE
NGANJUK,LENGKONG,SUMBER KEPUH
NGANJUK,LENGKONG,SUMBERSONO
NGANJUK,LENGKONG,PINGGIR
NGANJUK,LENGKONG,NGEPUNG
NGANJUK,LENGKONG,SUMBERMIRI
NGANJUK,JATIKALEN,PERNING
NGANJUK,JATIKALEN,NGASEM
NGANJUK,JATIKALEN,GONDANG WETAN
NGANJUK,JATIKALEN,JATIKALEN
NGANJUK,JATIKALEN,DLURUREJO
NGANJUK,JATIKALEN,BEGENDENG
NGANJUK,JATIKALEN,LUMPANG KUWIK
NGANJUK,JATIKALEN,DAWUHAN
NGANJUK,JATIKALEN,MUNUNG
NGANJUK,JATIKALEN,PULOWETAN
NGANJUK,JATIKALEN,PULE
MADIUN,KEBONSARI,TAMBAKMAS
MADIUN,KEBONSARI,TANJUNGREJO
MADIUN,KEBONSARI,SUKOREJO
MADIUN,KEBONSARI,PUCANGANOM
MADIUN,KEBONSARI,KRANDEGAN
MADIUN,KEBONSARI,SINGGAHAN
MADIUN,KEBONSARI,SIDOREJO
MADIUN,KEBONSARI,PALUR
MADIUN,KEBONSARI,MOJOREJO
MADIUN,KEBONSARI,KEBONSARI
MADIUN,KEBONSARI,REJOSARI
MADIUN,KEBONSARI,BALEREJO
MADIUN,KEBONSARI,BACEM
MADIUN,KEBONSARI,KEDONDONG
MADIUN,GEGER,BANARAN
MADIUN,GEGER,KLOROGAN
MADIUN,GEGER,SLAMBUR
MADIUN,GEGER,GEGER
MADIUN,GEGER,SARENG
MADIUN,GEGER,PURWOREJO
MADIUN,GEGER,SUMBEREJO
MADIUN,GEGER,JATISARI
MADIUN,GEGER,UTERAN
MADIUN,GEGER,PAGOTAN
MADIUN,GEGER,JOGODAYUH
MADIUN,GEGER,NGLANDUNG
MADIUN,GEGER,SAMBIREJO
MADIUN,GEGER,PUTAT
MADIUN,GEGER,SANGEN
MADIUN,GEGER,KERTOSARI
MADIUN,GEGER,KERTOBANYON
MADIUN,GEGER,KAIBON
MADIUN,GEGER,KRANGGAN
MADIUN,DOLOPO,LEMBAH
MADIUN,DOLOPO,MLILIR
MADIUN,DOLOPO,KRADINAN
MADIUN,DOLOPO,SULUK
MADIUN,DOLOPO,BLIMBING
MADIUN,DOLOPO,BADER
MADIUN,DOLOPO,CANDIMULYO
MADIUN,DOLOPO,GLONGGONG
MADIUN,DOLOPO,DOLOPO
MADIUN,DOLOPO,DOHO
MADIUN,DOLOPO,KETAWANG
MADIUN,DOLOPO,BANGUNSARI
MADIUN,DAGANGAN,KETANDAN
MADIUN,DAGANGAN,TILENG
