IDDESA,NAMA_KAB,NAMA_KEC,NAMA_DESA,R105,Latitude,R307B_LAT2,Longitude,jumlah_bts,jumlah_operator,sinyal_telepon,sinyal_internet,ada_bts,ada_operator,ada_sinyal_telepon,ada_internet,skor_bts,skor_operator,skor_infrastruktur_telkom,ada_warnet,komputer_desa,internet_kantordesa,sid,ada_komputer,ada_internet_desa,ada_sid,skor_digitalisasi_pemdes,skor_digital_readiness,kategori_digital,cluster,label
3516090017,MOJOKERTO,BANGSAL,MEJOYO,1,-7.4954044,2,112.5200444,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,0.0,100,100,0,70.0,69.71428571428572,Sedang,4,"Infrastruktur Maju, SID minim"
3516090018,MOJOKERTO,BANGSAL,TINGGARBUNTUT,1,-7.4747824,2,112.5150834,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516091001,MOJOKERTO,MOJOANYAR,JABON,1,-7.4942408,2,112.4580088,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516091002,MOJOKERTO,MOJOANYAR,GAYAMAN,1,-7.4967964,2,112.4704385,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516091003,MOJOKERTO,MOJOANYAR,GEBANG MALANG,1,-7.4815529,2,112.465802,0,3,75,100.0,0,100,100,100,0.0,42.857142857142854,56.07142857142857,100,100,100,100.0,100,100,100,100.0,82.42857142857143,Tinggi,0,Digital Lengkap
3516091004,MOJOKERTO,MOJOANYAR,SUMBER JATI,1,-7.4875075,2,112.4778772,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516091005,MOJOKERTO,MOJOANYAR,KEPUH ANYAR,1,-7.4623567,2,112.4737954,2,4,75,100.0,100,100,100,100,50.0,57.14285714285714,71.42857142857143,0,100,100,100.0,100,100,100,100.0,78.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516091006,MOJOKERTO,MOJOANYAR,LENGKONG,1,-7.4486082,2,112.4621478,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,100.0,100,100,100,100.0,77.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516091007,MOJOKERTO,MOJOANYAR,SADAR TENGAH,1,-7.4773783,2,112.484345,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516091008,MOJOKERTO,MOJOANYAR,NGARJO,1,-7.4867846,2,112.4854813,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,100.0,100,100,100,100.0,89.71428571428571,Tinggi,0,Digital Lengkap
3516091009,MOJOKERTO,MOJOANYAR,WUNUT,1,-7.4778425,2,112.4930924,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,0.0,100,100,0,70.0,62.21428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3516091010,MOJOKERTO,MOJOANYAR,JUMENENG,1,-7.4808967,2,112.5039021,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516091011,MOJOKERTO,MOJOANYAR,KWEDEN KEMBAR,1,-7.4663177,2,112.5058869,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516091012,MOJOKERTO,MOJOANYAR,KWATU,1,-7.4687844,2,112.5226159,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516100001,MOJOKERTO,DLANGGU,PUNGGUL,1,-7.6018277,2,112.4797028,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100002,MOJOKERTO,DLANGGU,KALEN,1,-7.5947435,2,112.4895189,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516100003,MOJOKERTO,DLANGGU,KEDUNGGEDE,1,-7.6035584,2,112.4959406,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100004,MOJOKERTO,DLANGGU,MOJOKARANG,1,-7.5864479,2,112.4876099,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100005,MOJOKERTO,DLANGGU,SEGUNUNG,1,-7.5849236,2,112.4861815,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100006,MOJOKERTO,DLANGGU,TALOK,1,-7.5859718,2,112.4671025,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100007,MOJOKERTO,DLANGGU,SUMBERSONO,1,-7.5739958,2,112.47393,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100008,MOJOKERTO,DLANGGU,SAMBILAWANG,1,-7.5572789,2,112.4469701,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516100009,MOJOKERTO,DLANGGU,JRAMBE,1,-7.561972,2,112.4669221,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,100.0,100,100,100,100.0,89.71428571428571,Tinggi,0,Digital Lengkap
3516100010,MOJOKERTO,DLANGGU,RANDUGENENGAN,1,-7.5561705,2,112.4659738,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,0,100,100,100.0,100,100,100,100.0,77.71428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516100011,MOJOKERTO,DLANGGU,POHKECIK,1,-7.5562796,2,112.4803358,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516100012,MOJOKERTO,DLANGGU,DLANGGU,1,-7.5659321,2,112.4857275,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516100013,MOJOKERTO,DLANGGU,NGEMBEH,1,-7.5666302,2,112.4929951,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516100014,MOJOKERTO,DLANGGU,SUMBERKARANG,1,-7.5466419,2,112.4813384,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516100015,MOJOKERTO,DLANGGU,KEDUNGLENGKONG,1,-7.5454283,2,112.4784675,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516100016,MOJOKERTO,DLANGGU,TUMAPEL,1,-7.5259683,2,112.475382,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,0,100,100,100.0,100,100,100,100.0,80.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516110001,MOJOKERTO,PURI,TAMPUNGREJO,1,-7.5695584,2,112.4341744,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,0,100,100,100.0,100,100,100,100.0,75.85714285714286,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516110002,MOJOKERTO,PURI,PLOSOSARI,1,-7.5572897,2,112.4336716,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,0,100,100,100.0,100,100,100,100.0,77.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516110003,MOJOKERTO,PURI,KINTELAN,1,-7.5368725,2,112.4303274,2,4,75,100.0,100,100,100,100,50.0,57.14285714285714,71.42857142857143,100,100,100,100.0,100,100,100,100.0,88.57142857142857,Tinggi,0,Digital Lengkap
3516110004,MOJOKERTO,PURI,BRAYUNG,1,-7.5366558,2,112.4367161,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,0,100,100,100.0,100,100,100,100.0,73.57142857142857,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516110005,MOJOKERTO,PURI,KETEMASDUNGUS,1,-7.5481513,2,112.4438723,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,0,100,100,100.0,100,100,100,100.0,77.71428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516110006,MOJOKERTO,PURI,PURI,1,-7.5403357,2,112.4478645,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516110007,MOJOKERTO,PURI,TANGUNAN,1,-7.5471001,2,112.4654701,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516110008,MOJOKERTO,PURI,KEBONAGUNG,1,-7.5382564,2,112.4641803,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,0,100,100,100.0,100,100,100,100.0,74.71428571428572,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516110009,MOJOKERTO,PURI,SUMBERGIRANG,1,-7.517959,2,112.4597,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516110010,MOJOKERTO,PURI,MLATEN,1,-7.5315463,2,112.4627085,1,4,75,100.0,100,100,100,100,25.0,57.14285714285714,65.17857142857143,100,100,100,100.0,100,100,100,100.0,86.07142857142857,Tinggi,0,Digital Lengkap
3516110011,MOJOKERTO,PURI,MEDALI,1,-7.5229213,2,112.4403124,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516110012,MOJOKERTO,PURI,BALONGMOJO,1,-7.5100083,2,112.431975,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,0,100,100,100.0,100,100,100,100.0,79.71428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516110013,MOJOKERTO,PURI,SUMOLAWANG,1,-7.5115044,2,112.452479,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,100.0,100,100,100,100.0,89.71428571428571,Tinggi,0,Digital Lengkap
3516110014,MOJOKERTO,PURI,TAMBAKAGUNG,1,-7.5057854,2,112.4605552,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,100.0,100,100,100,100.0,89.71428571428571,Tinggi,0,Digital Lengkap
3516110015,MOJOKERTO,PURI,KENANTEN,1,-7.4986992,2,112.4452117,2,6,75,100.0,100,100,100,100,50.0,85.71428571428571,77.14285714285714,100,100,100,100.0,100,100,100,100.0,90.85714285714286,Tinggi,0,Digital Lengkap
3516110016,MOJOKERTO,PURI,BANJARAGUNG,1,-7.489798,2,112.437249,3,6,75,100.0,100,100,100,100,75.0,85.71428571428571,83.39285714285714,100,100,100,100.0,100,100,100,100.0,93.35714285714286,Tinggi,0,Digital Lengkap
3516120001,MOJOKERTO,TROWULAN,PAKIS,1,-7.5831971,2,112.3774907,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,100,100,100,100.0,100,100,100,100.0,93.85714285714286,Tinggi,0,Digital Lengkap
3516120002,MOJOKERTO,TROWULAN,SENTONOREJO,1,-7.5710444,2,112.3814166,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516120003,MOJOKERTO,TROWULAN,TEMON,1,-7.5663335,2,112.3917923,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516120004,MOJOKERTO,TROWULAN,BELOH,1,-7.5590615,2,112.4014404,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,100,100,100,50.0,100,100,100,85.0,79.07142857142857,Tinggi,0,Digital Lengkap
3516120005,MOJOKERTO,TROWULAN,DOMAS,1,-7.5515907,2,112.409672,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516120006,MOJOKERTO,TROWULAN,JAMBUWOK,1,-7.5340669,2,112.4069127,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516120007,MOJOKERTO,TROWULAN,WATESUMPAK,1,-7.5339149,2,112.399769,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,50.0,100,100,100,85.0,82.71428571428571,Tinggi,4,"Infrastruktur Maju, SID minim"
3516120008,MOJOKERTO,TROWULAN,JATIPASAR,1,-7.546388,2,112.3922977,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,0,100,100,50.0,100,100,100,85.0,72.71428571428571,Sedang,2,Digital Administrasi (Tanpa Akses Publik)
3516120009,MOJOKERTO,TROWULAN,TROWULAN,1,-7.5590571,2,112.3814953,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516120010,MOJOKERTO,TROWULAN,BEJIJONG,1,-7.5512803,2,112.3726625,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,100,100,100,100.0,100,100,100,100.0,93.85714285714286,Tinggi,0,Digital Lengkap
3516120011,MOJOKERTO,TROWULAN,KEJAGAN,1,-7.5309194,2,112.3792988,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516120012,MOJOKERTO,TROWULAN,WONOREJO,1,-7.5233141,2,112.3812466,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516120013,MOJOKERTO,TROWULAN,PANGGIH,1,-7.5139595,2,112.3904724,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,100,100,100,0.0,100,100,0,70.0,70.85714285714286,Sedang,4,"Infrastruktur Maju, SID minim"
3516120014,MOJOKERTO,TROWULAN,TAWANGSARI,1,-7.5135491,2,112.3823882,16,6,75,100.0,100,100,100,100,100.0,85.71428571428571,89.64285714285714,100,100,100,100.0,100,100,100,100.0,95.85714285714286,Tinggi,0,Digital Lengkap
3516120015,MOJOKERTO,TROWULAN,BALONGWONO,1,-7.5043353,2,112.3798595,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,100,100,100,100.0,100,100,100,100.0,83.57142857142857,Tinggi,0,Digital Lengkap
3516120016,MOJOKERTO,TROWULAN,BICAK,1,-7.5001471,2,112.3886696,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,100,100,100,100.0,100,100,100,100.0,85.85714285714286,Tinggi,0,Digital Lengkap
3516130001,MOJOKERTO,SOOKO,GEMEKAN,1,-7.5295266,2,112.4076444,2,5,75,100.0,100,100,100,100,50.0,71.42857142857143,74.28571428571428,100,100,100,100.0,100,100,100,100.0,89.71428571428571,Tinggi,0,Digital Lengkap
3516130002,MOJOKERTO,SOOKO,BLIMBINGSARI,1,-7.5319159,2,112.4177058,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516130003,MOJOKERTO,SOOKO,BRANGKAL,1,-7.5291019,2,112.4219131,3,6,100,100.0,100,100,100,100,75.0,85.71428571428571,90.89285714285714,100,100,100,100.0,100,100,100,100.0,96.35714285714286,Tinggi,0,Digital Lengkap
3516130004,MOJOKERTO,SOOKO,KEDUNGMALING,1,-7.523299,2,112.413837,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3516130005,MOJOKERTO,SOOKO,KLINTEREJO,1,-7.5192808,2,112.4025648,2,6,100,100.0,100,100,100,100,50.0,85.71428571428571,84.64285714285714,0,100,100,100.0,100,100,100,100.0,83.85714285714286,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516130006,MOJOKERTO,SOOKO,MODONGAN,1,-7.4974593,2,112.3985862,3,6,100,100.0,100,100,100,100,75.0,85.71428571428571,90.89285714285714,100,100,100,100.0,100,100,100,100.0,96.35714285714286,Tinggi,0,Digital Lengkap
3516130007,MOJOKERTO,SOOKO,SAMBIROTO,1,-7.5013,2,112.4160989,2,6,75,100.0,100,100,100,100,50.0,85.71428571428571,77.14285714285714,100,100,100,100.0,100,100,100,100.0,90.85714285714286,Tinggi,0,Digital Lengkap
3516130008,MOJOKERTO,SOOKO,JAMPIROGO,1,-7.5122993,2,112.4208479,3,6,100,100.0,100,100,100,100,75.0,85.71428571428571,90.89285714285714,100,100,100,100.0,100,100,100,100.0,96.35714285714286,Tinggi,0,Digital Lengkap
3516130009,MOJOKERTO,SOOKO,JAPAN,1,-7.5006442,2,112.4233702,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516130010,MOJOKERTO,SOOKO,SOOKO,1,-7.4901612,2,112.4271508,2,6,75,100.0,100,100,100,100,50.0,85.71428571428571,77.14285714285714,100,100,100,100.0,100,100,100,100.0,90.85714285714286,Tinggi,0,Digital Lengkap
3516130011,MOJOKERTO,SOOKO,WRINGINREJO,1,-7.4948559,2,112.4150472,1,6,75,60.0,100,100,100,100,25.0,85.71428571428571,60.89285714285714,100,100,100,100.0,100,100,100,100.0,84.35714285714286,Tinggi,1,Infrastruktur Lemah
3516130012,MOJOKERTO,SOOKO,KARANGKEDAWANG,1,-7.48893,2,112.404535,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516130013,MOJOKERTO,SOOKO,MOJORANU,1,-7.4917785,2,112.3960406,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,100,100,100,100.0,100,100,100,100.0,85.85714285714286,Tinggi,0,Digital Lengkap
3516130014,MOJOKERTO,SOOKO,TEMPURAN,1,-7.4710617,2,112.4009946,1,6,75,100.0,100,100,100,100,25.0,85.71428571428571,70.89285714285714,100,100,100,100.0,100,100,100,100.0,88.35714285714286,Tinggi,0,Digital Lengkap
3516130015,MOJOKERTO,SOOKO,NGINGASREMBYONG,1,-7.4665433,2,112.4053888,0,6,75,100.0,0,100,100,100,0.0,85.71428571428571,64.64285714285714,100,100,100,100.0,100,100,100,100.0,85.85714285714286,Tinggi,0,Digital Lengkap
3516140001,MOJOKERTO,GEDEK,NGARESKIDUL,1,-7.4549831,2,112.3549146,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516140002,MOJOKERTO,GEDEK,GEMBONGAN,1,-7.454217,2,112.3765871,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,0,100,100,100.0,100,100,100,100.0,80.21428571428571,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516140003,MOJOKERTO,GEDEK,GEMPOLKREP,1,-7.4571334,2,112.3877391,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516140004,MOJOKERTO,GEDEK,BANDUNG,1,-7.4419218,2,112.39327,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3516140005,MOJOKERTO,GEDEK,GEDEK,1,-7.454593,2,112.3965698,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516140006,MOJOKERTO,GEDEK,PAGERLUYUNG,1,-7.45276,2,112.4026647,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3516140007,MOJOKERTO,GEDEK,KEMANTREN,1,-7.4546992,2,112.4143105,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516140008,MOJOKERTO,GEDEK,TERUSAN,1,-7.456129,2,112.4231077,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516140009,MOJOKERTO,GEDEK,SIDOHARJO,1,-7.4482845,2,112.431365,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516140010,MOJOKERTO,GEDEK,BALONGSARI,1,-7.4237408,2,112.4232788,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516140011,MOJOKERTO,GEDEK,BATANKRAJAN,1,-7.4290465,2,112.4127827,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3516140012,MOJOKERTO,GEDEK,PAGERJO,1,-7.4351488,2,112.408806,1,5,100,100.0,100,100,100,100,25.0,71.42857142857143,75.53571428571428,100,100,100,100.0,100,100,100,100.0,90.21428571428571,Tinggi,0,Digital Lengkap
3516140013,MOJOKERTO,GEDEK,JERUKSEGER,1,-7.4286966,2,112.3978651,2,5,100,100.0,100,100,100,100,50.0,71.42857142857143,81.78571428571428,100,100,100,100.0,100,100,100,100.0,92.71428571428572,Tinggi,0,Digital Lengkap
3516140014,MOJOKERTO,GEDEK,BERATWETAN,1,-7.4367071,2,112.3780875,0,5,100,100.0,0,100,100,100,0.0,71.42857142857143,69.28571428571428,100,100,100,100.0,100,100,100,100.0,87.71428571428571,Tinggi,0,Digital Lengkap
3516150001,MOJOKERTO,KEMLAGI,WATESPROJO,1,-7.446585,2,112.3387617,0,4,100,100.0,0,100,100,100,0.0,57.14285714285714,66.42857142857143,0,100,100,100.0,100,100,100,100.0,76.57142857142857,Tinggi,2,Digital Administrasi (Tanpa Akses Publik)
3516150002,MOJOKERTO,KEMLAGI,BETRO,1,-7.450301085,2,112.3438651,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516150003,MOJOKERTO,KEMLAGI,KEDUNGSARI,1,-7.444517758,2,112.3588624,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516150004,MOJOKERTO,KEMLAGI,BERATKULON,1,-7.4300482,2,112.3709738,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516150005,MOJOKERTO,KEMLAGI,MOJOJAJAR,1,-7.4333542,2,112.3584156,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,0.0,100,100,0,70.0,72.21428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3516150006,MOJOKERTO,KEMLAGI,MOJOSARIREJO,2,-7.4267482,2,112.3488234,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516150007,MOJOKERTO,KEMLAGI,MOJOWIRYO,1,-7.4198618,2,112.352641,0,4,75,100.0,0,100,100,100,0.0,57.14285714285714,58.92857142857143,100,100,100,50.0,100,100,100,85.0,76.07142857142857,Tinggi,0,Digital Lengkap
3516150008,MOJOKERTO,KEMLAGI,MOJOWATESREJO,1,-7.401157,2,112.3516024,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516150009,MOJOKERTO,KEMLAGI,MOJOGEBANG,1,-7.4069021,2,112.3592875,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,0.0,100,100,0,70.0,72.21428571428571,Sedang,4,"Infrastruktur Maju, SID minim"
3516150010,MOJOKERTO,KEMLAGI,MOJOPILANG,1,-7.4078185,2,112.3760683,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516150011,MOJOKERTO,KEMLAGI,MOJOKUSUMO,1,-7.4145145,2,112.3785705,0,5,75,100.0,0,100,100,100,0.0,71.42857142857143,61.785714285714285,100,100,100,100.0,100,100,100,100.0,84.71428571428572,Tinggi,0,Digital Lengkap
3516150012,MOJOKERTO,KEMLAGI,JAPANAN,1,-7.423039,2,112.3977847,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
3516150013,MOJOKERTO,KEMLAGI,MOJOKUMPUL,1,-7.4230284,2,112.3977787,1,5,75,100.0,100,100,100,100,25.0,71.42857142857143,68.03571428571428,100,100,100,100.0,100,100,100,100.0,87.21428571428571,Tinggi,0,Digital Lengkap
